image_path,model_name,patch_size,orig_class,orig_logit,pert_class,pert_logit_target,pert_logit_pred,attack_success,patch_pos_y,patch_pos_x,time_seconds
/kaggle/input/imagenet1kvalid/00299/962420626893094.jpg,resnet34,8,331,0.1188,293,-0.5998,0.7651,True,92,133,1.96
/kaggle/input/imagenet1kvalid/00299/962420626893094.jpg,resnet34,4,331,0.1188,293,-0.3617,0.0310,True,48,72,1.96
/kaggle/input/imagenet1kvalid/00482/574525580640582.jpg,resnet34,16,482,-1.8350,848,-2.1459,-1.5890,True,112,93,2.10
/kaggle/input/imagenet1kvalid/00482/574525580640582.jpg,resnet34,8,482,-1.8350,848,-1.9533,-1.7895,True,120,93,1.96
/kaggle/input/imagenet1kvalid/00482/574525580640582.jpg,resnet34,4,482,-1.8350,482,-1.8905,-1.8905,False,120,94,1.96
/kaggle/input/imagenet1kvalid/00657/489829163582039.jpg,resnet34,16,657,-0.1293,744,-1.1179,-0.9789,True,62,206,1.96
/kaggle/input/imagenet1kvalid/00657/489829163582039.jpg,resnet34,8,657,-0.1293,657,-1.2893,-1.2893,False,60,212,2.10
/kaggle/input/imagenet1kvalid/00657/489829163582039.jpg,resnet34,4,657,-0.1293,657,-0.6843,-0.6843,False,62,218,1.96
/kaggle/input/imagenet1kvalid/00245/710385883118158.jpg,resnet34,16,245,0.4765,179,-3.7181,3.1526,True,42,101,1.96
/kaggle/input/imagenet1kvalid/00245/710385883118158.jpg,resnet34,8,245,0.4765,179,-1.1576,1.3068,True,44,108,2.10
/kaggle/input/imagenet1kvalid/00245/710385883118158.jpg,resnet34,4,245,0.4765,245,0.2641,0.2641,False,46,109,1.96
/kaggle/input/imagenet1kvalid/00141/998646369625436.jpg,resnet34,16,141,7.7795,40,-0.9957,-0.7834,True,108,130,1.96
/kaggle/input/imagenet1kvalid/00141/998646369625436.jpg,resnet34,8,141,7.7795,141,3.9807,3.9807,False,112,132,2.10
/kaggle/input/imagenet1kvalid/00141/998646369625436.jpg,resnet34,4,141,7.7795,141,5.8335,5.8335,False,111,136,1.96
/kaggle/input/imagenet1kvalid/00773/170656848238298.jpg,resnet34,16,773,2.3502,855,-0.2330,5.5648,True,160,0,1.96
/kaggle/input/imagenet1kvalid/00773/170656848238298.jpg,resnet34,8,773,2.3502,773,0.9977,0.9977,False,172,26,1.96
/kaggle/input/imagenet1kvalid/00773/170656848238298.jpg,resnet34,4,773,2.3502,773,1.3505,1.3505,False,174,28,2.10
/kaggle/input/imagenet1kvalid/00319/710500523676761.jpg,resnet34,16,319,0.5378,320,-0.6085,2.9110,True,134,108,1.96
/kaggle/input/imagenet1kvalid/00319/710500523676761.jpg,resnet34,8,319,0.5378,320,0.0516,0.1760,True,144,110,1.96
/kaggle/input/imagenet1kvalid/00319/710500523676761.jpg,resnet34,4,319,0.5378,319,0.5243,0.5243,False,144,112,2.10
/kaggle/input/imagenet1kvalid/00101/4674350869845008.jpg,resnet34,16,101,0.9120,385,-1.4682,-0.0589,True,92,104,1.96
/kaggle/input/imagenet1kvalid/00101/4674350869845008.jpg,resnet34,8,101,0.9120,101,0.2142,0.2142,False,98,108,1.96
/kaggle/input/imagenet1kvalid/00101/4674350869845008.jpg,resnet34,4,101,0.9120,101,0.7197,0.7197,False,100,112,2.10
/kaggle/input/imagenet1kvalid/00733/789300380408484.jpg,resnet34,16,557,4.2266,557,1.9151,1.9151,False,0,40,1.96
/kaggle/input/imagenet1kvalid/00733/789300380408484.jpg,resnet34,8,557,4.2266,557,3.5251,3.5251,False,0,44,1.96
/kaggle/input/imagenet1kvalid/00733/789300380408484.jpg,resnet34,4,557,4.2266,557,3.8534,3.8534,False,0,48,1.96
/kaggle/input/imagenet1kvalid/00335/380290780593429.jpg,resnet34,16,335,6.5470,104,-1.3441,3.9638,True,10,100,2.10
/kaggle/input/imagenet1kvalid/00335/380290780593429.jpg,resnet34,8,335,6.5470,335,0.5359,0.5359,False,18,108,1.96
/kaggle/input/imagenet1kvalid/00335/380290780593429.jpg,resnet34,4,335,6.5470,335,5.0365,5.0365,False,18,109,1.96
/kaggle/input/imagenet1kvalid/00710/849108169862513.jpg,resnet34,16,674,0.2650,710,-0.9984,1.0391,True,124,0,2.10
/kaggle/input/imagenet1kvalid/00710/849108169862513.jpg,resnet34,8,674,0.2650,674,-0.0526,-0.0526,False,125,0,1.96
/kaggle/input/imagenet1kvalid/00710/849108169862513.jpg,resnet34,4,674,0.2650,674,0.0398,0.0398,False,127,0,1.96
/kaggle/input/imagenet1kvalid/00390/300288696096728.jpg,resnet34,16,523,-1.5226,880,-3.2044,0.0902,True,56,30,2.09
/kaggle/input/imagenet1kvalid/00390/300288696096728.jpg,resnet34,8,523,-1.5226,880,-2.3076,-1.2982,True,44,30,1.96
/kaggle/input/imagenet1kvalid/00390/300288696096728.jpg,resnet34,4,523,-1.5226,880,-1.6763,-1.6237,True,46,32,1.96
/kaggle/input/imagenet1kvalid/00812/840819941710541.jpg,resnet34,16,812,-1.9653,404,-5.5497,2.6151,True,60,89,1.96
/kaggle/input/imagenet1kvalid/00812/840819941710541.jpg,resnet34,8,812,-1.9653,404,-5.0752,0.2440,True,62,96,2.10
/kaggle/input/imagenet1kvalid/00812/840819941710541.jpg,resnet34,4,812,-1.9653,404,-3.4813,-1.3558,True,64,102,1.96
/kaggle/input/imagenet1kvalid/00653/3821628299430266.jpg,resnet34,16,653,3.3843,653,1.1309,1.1309,False,0,38,1.96
/kaggle/input/imagenet1kvalid/00653/3821628299430266.jpg,resnet34,8,653,3.3843,653,2.4655,2.4655,False,0,42,2.10
/kaggle/input/imagenet1kvalid/00653/3821628299430266.jpg,resnet34,4,653,3.3843,653,3.0489,3.0489,False,0,46,1.96
/kaggle/input/imagenet1kvalid/00372/598326916152774.jpg,resnet34,16,372,0.7096,372,-1.4163,-1.4163,False,82,70,1.96
/kaggle/input/imagenet1kvalid/00372/598326916152774.jpg,resnet34,8,372,0.7096,372,-0.3742,-0.3742,False,0,184,1.96
/kaggle/input/imagenet1kvalid/00372/598326916152774.jpg,resnet34,4,372,0.7096,372,0.4985,0.4985,False,134,110,2.10
/kaggle/input/imagenet1kvalid/00755/387231275921089.jpg,resnet34,16,755,4.6740,755,1.8329,1.8329,False,134,0,1.96
/kaggle/input/imagenet1kvalid/00755/387231275921089.jpg,resnet34,8,755,4.6740,755,3.9575,3.9575,False,134,0,1.96
/kaggle/input/imagenet1kvalid/00755/387231275921089.jpg,resnet34,4,755,4.6740,755,4.5227,4.5227,False,135,0,2.10
/kaggle/input/imagenet1kvalid/00927/9033726834828455.jpg,resnet34,16,927,7.5579,927,4.6547,4.6547,False,124,154,1.96
/kaggle/input/imagenet1kvalid/00927/9033726834828455.jpg,resnet34,8,927,7.5579,927,6.2824,6.2824,False,126,156,1.96
/kaggle/input/imagenet1kvalid/00927/9033726834828455.jpg,resnet34,4,927,7.5579,927,7.3030,7.3030,False,129,160,2.10
/kaggle/input/imagenet1kvalid/00587/3902107316924177.jpg,resnet34,16,822,-1.0922,544,-4.4347,-0.6717,True,178,90,1.96
/kaggle/input/imagenet1kvalid/00587/3902107316924177.jpg,resnet34,8,822,-1.0922,822,-1.1994,-1.1994,False,216,216,1.96
/kaggle/input/imagenet1kvalid/00587/3902107316924177.jpg,resnet34,4,822,-1.0922,822,-1.4674,-1.4674,False,199,145,2.10
/kaggle/input/imagenet1kvalid/00427/904016488676276.jpg,resnet34,16,427,1.3412,427,0.6789,0.6789,False,86,124,1.96
/kaggle/input/imagenet1kvalid/00427/904016488676276.jpg,resnet34,8,427,1.3412,427,0.9012,0.9012,False,94,124,1.96
/kaggle/input/imagenet1kvalid/00427/904016488676276.jpg,resnet34,4,427,1.3412,427,1.0714,1.0714,False,67,0,1.96
/kaggle/input/imagenet1kvalid/00193/9038117444872265.jpg,resnet34,16,193,0.3161,185,-1.0512,0.8516,True,12,78,2.09
/kaggle/input/imagenet1kvalid/00193/9038117444872265.jpg,resnet34,8,193,0.3161,193,0.2153,0.2153,False,13,81,1.96
/kaggle/input/imagenet1kvalid/00193/9038117444872265.jpg,resnet34,4,193,0.3161,193,0.3043,0.3043,False,17,81,1.96
/kaggle/input/imagenet1kvalid/00406/5439071539888203.jpg,resnet34,16,406,0.7302,406,0.1960,0.1960,False,80,73,2.10
/kaggle/input/imagenet1kvalid/00406/5439071539888203.jpg,resnet34,8,406,0.7302,406,0.5465,0.5465,False,80,77,1.96
/kaggle/input/imagenet1kvalid/00406/5439071539888203.jpg,resnet34,4,406,0.7302,406,0.6160,0.6160,False,130,111,1.96
/kaggle/input/imagenet1kvalid/00253/440610373300925.jpg,resnet34,16,253,3.9218,171,-0.9273,0.9547,True,110,98,1.96
/kaggle/input/imagenet1kvalid/00253/440610373300925.jpg,resnet34,8,253,3.9218,253,0.7256,0.7256,False,115,101,2.10
/kaggle/input/imagenet1kvalid/00253/440610373300925.jpg,resnet34,4,253,3.9218,253,3.2833,3.2833,False,118,101,1.96
/kaggle/input/imagenet1kvalid/00245/506634680404145.jpg,resnet34,16,245,4.0597,237,-6.1147,2.8515,True,97,36,1.96
/kaggle/input/imagenet1kvalid/00245/506634680404145.jpg,resnet34,8,245,4.0597,245,1.5756,1.5756,False,101,43,2.10
/kaggle/input/imagenet1kvalid/00245/506634680404145.jpg,resnet34,4,245,4.0597,245,2.9457,2.9457,False,101,46,1.96
/kaggle/input/imagenet1kvalid/00667/541761116348536.jpg,resnet34,16,418,-1.7185,732,-2.3334,-0.1410,True,136,65,1.96
/kaggle/input/imagenet1kvalid/00667/541761116348536.jpg,resnet34,8,418,-1.7185,732,-1.9565,-1.3634,True,136,71,1.96
/kaggle/input/imagenet1kvalid/00667/541761116348536.jpg,resnet34,4,418,-1.7185,418,-1.7462,-1.7462,False,138,74,2.10
/kaggle/input/imagenet1kvalid/00807/070885935167304.jpg,resnet34,16,807,14.6371,807,5.9505,5.9505,False,40,80,1.96
/kaggle/input/imagenet1kvalid/00807/070885935167304.jpg,resnet34,8,807,14.6371,807,11.5141,11.5141,False,44,84,1.96
/kaggle/input/imagenet1kvalid/00807/070885935167304.jpg,resnet34,4,807,14.6371,807,14.0944,14.0944,False,129,129,2.10
/kaggle/input/imagenet1kvalid/00898/891558962479244.jpg,resnet34,16,784,-3.4861,898,-5.2717,-3.5137,True,144,93,1.96
/kaggle/input/imagenet1kvalid/00898/891558962479244.jpg,resnet34,8,784,-3.4861,898,-3.9095,-3.1434,True,214,141,1.96
/kaggle/input/imagenet1kvalid/00898/891558962479244.jpg,resnet34,4,784,-3.4861,898,-3.7293,-3.5042,True,216,144,2.10
/kaggle/input/imagenet1kvalid/00597/18883077536561.jpg,resnet34,16,464,1.1518,464,-0.5117,-0.5117,False,134,134,1.96
/kaggle/input/imagenet1kvalid/00597/18883077536561.jpg,resnet34,8,464,1.1518,464,0.3042,0.3042,False,142,138,1.96
/kaggle/input/imagenet1kvalid/00597/18883077536561.jpg,resnet34,4,464,1.1518,464,0.3807,0.3807,False,124,177,1.96
/kaggle/input/imagenet1kvalid/00592/1230584405243724.jpg,resnet34,16,592,9.5345,592,7.4092,7.4092,False,34,167,2.10
/kaggle/input/imagenet1kvalid/00592/1230584405243724.jpg,resnet34,8,592,9.5345,592,9.2266,9.2266,False,138,140,1.96
/kaggle/input/imagenet1kvalid/00592/1230584405243724.jpg,resnet34,4,592,9.5345,592,9.4395,9.4395,False,142,141,1.96
/kaggle/input/imagenet1kvalid/00366/90130485045422.jpg,resnet34,16,366,3.3082,373,-3.3849,1.7477,True,73,146,2.10
/kaggle/input/imagenet1kvalid/00366/90130485045422.jpg,resnet34,8,366,3.3082,366,-1.3537,-1.3537,False,73,129,1.96
/kaggle/input/imagenet1kvalid/00366/90130485045422.jpg,resnet34,4,366,3.3082,366,0.6094,0.6094,False,74,132,1.96
/kaggle/input/imagenet1kvalid/00179/236082286982289.jpg,resnet34,16,179,-0.2707,242,-3.3852,3.6638,True,128,83,2.10
/kaggle/input/imagenet1kvalid/00179/236082286982289.jpg,resnet34,8,179,-0.2707,242,-1.7243,0.1789,True,131,91,1.96
/kaggle/input/imagenet1kvalid/00179/236082286982289.jpg,resnet34,4,179,-0.2707,179,-0.5963,-0.5963,False,132,94,1.96
/kaggle/input/imagenet1kvalid/00820/764372532112867.jpg,resnet34,16,820,9.4930,820,1.5183,1.5183,False,116,158,1.96
/kaggle/input/imagenet1kvalid/00820/764372532112867.jpg,resnet34,8,820,9.4930,820,5.0201,5.0201,False,116,167,2.10
/kaggle/input/imagenet1kvalid/00820/764372532112867.jpg,resnet34,4,820,9.4930,820,6.3219,6.3219,False,118,169,1.96
/kaggle/input/imagenet1kvalid/00933/345774601836852.jpg,resnet34,16,965,-0.3433,964,-1.9179,-1.4099,True,92,0,1.96
/kaggle/input/imagenet1kvalid/00933/345774601836852.jpg,resnet34,8,965,-0.3433,965,-0.8408,-0.8408,False,96,0,2.10
/kaggle/input/imagenet1kvalid/00933/345774601836852.jpg,resnet34,4,965,-0.3433,965,-0.4111,-0.4111,False,97,0,1.96
/kaggle/input/imagenet1kvalid/00329/4794009810314.jpg,resnet34,16,973,-0.4018,973,-0.4606,-0.4606,False,208,208,1.96
/kaggle/input/imagenet1kvalid/00329/4794009810314.jpg,resnet34,8,973,-0.4018,973,-0.5157,-0.5157,False,214,214,2.10
/kaggle/input/imagenet1kvalid/00329/4794009810314.jpg,resnet34,4,973,-0.4018,973,-0.4180,-0.4180,False,218,216,1.96
/kaggle/input/imagenet1kvalid/00306/8919923845988031.jpg,resnet34,16,306,10.8424,306,6.3677,6.3677,False,90,114,1.96
/kaggle/input/imagenet1kvalid/00306/8919923845988031.jpg,resnet34,8,306,10.8424,306,9.9722,9.9722,False,91,114,1.96
/kaggle/input/imagenet1kvalid/00306/8919923845988031.jpg,resnet34,4,306,10.8424,306,10.7806,10.7806,False,92,114,2.10
/kaggle/input/imagenet1kvalid/00172/523804537732142.jpg,resnet34,16,172,4.2294,173,-4.9715,9.8338,True,92,118,1.96
/kaggle/input/imagenet1kvalid/00172/523804537732142.jpg,resnet34,8,172,4.2294,173,-0.3656,4.8061,True,92,118,1.96
/kaggle/input/imagenet1kvalid/00172/523804537732142.jpg,resnet34,4,172,4.2294,173,1.7137,2.0101,True,96,123,2.10
/kaggle/input/imagenet1kvalid/00635/561763867609716.jpg,resnet34,16,589,0.2292,473,-3.6269,-1.4108,True,0,118,1.96
/kaggle/input/imagenet1kvalid/00635/561763867609716.jpg,resnet34,8,589,0.2292,589,-1.5060,-1.5060,False,0,120,1.96
/kaggle/input/imagenet1kvalid/00635/561763867609716.jpg,resnet34,4,589,0.2292,589,-0.0848,-0.0848,False,0,123,1.96
/kaggle/input/imagenet1kvalid/00525/208144224588836.jpg,resnet34,16,525,11.7431,525,7.5357,7.5357,False,0,0,2.10
/kaggle/input/imagenet1kvalid/00525/208144224588836.jpg,resnet34,8,525,11.7431,525,9.3811,9.3811,False,0,0,1.96
/kaggle/input/imagenet1kvalid/00525/208144224588836.jpg,resnet34,4,525,11.7431,525,10.5373,10.5373,False,0,0,1.96
/kaggle/input/imagenet1kvalid/00539/611952196015858.jpg,resnet34,16,539,2.6926,539,0.2831,0.2831,False,60,36,2.09
/kaggle/input/imagenet1kvalid/00539/611952196015858.jpg,resnet34,8,539,2.6926,539,1.7687,1.7687,False,64,40,1.96
/kaggle/input/imagenet1kvalid/00539/611952196015858.jpg,resnet34,4,539,2.6926,539,2.3657,2.3657,False,66,43,1.96
/kaggle/input/imagenet1kvalid/00442/709516968523704.jpg,resnet34,16,442,-0.7701,538,-1.7723,0.1806,True,110,108,2.10
/kaggle/input/imagenet1kvalid/00442/709516968523704.jpg,resnet34,8,442,-0.7701,538,-1.7907,-0.0174,True,64,84,1.96
/kaggle/input/imagenet1kvalid/00442/709516968523704.jpg,resnet34,4,442,-0.7701,442,-0.9825,-0.9825,False,67,84,1.96
/kaggle/input/imagenet1kvalid/00996/961069735728033.jpg,resnet34,16,996,5.4561,308,-0.7875,0.8654,True,158,170,1.96
/kaggle/input/imagenet1kvalid/00996/961069735728033.jpg,resnet34,8,996,5.4561,996,4.7776,4.7776,False,97,110,2.10
/kaggle/input/imagenet1kvalid/00996/961069735728033.jpg,resnet34,4,996,5.4561,996,5.1888,5.1888,False,98,112,1.96
/kaggle/input/imagenet1kvalid/00068/926304815458896.jpg,resnet34,16,68,0.3636,66,-1.2006,0.0133,True,102,66,1.96
/kaggle/input/imagenet1kvalid/00068/926304815458896.jpg,resnet34,8,68,0.3636,66,-0.2590,-0.0074,True,102,65,2.10
/kaggle/input/imagenet1kvalid/00068/926304815458896.jpg,resnet34,4,68,0.3636,68,0.1535,0.1535,False,102,65,1.96
/kaggle/input/imagenet1kvalid/00564/313571597956045.jpg,resnet34,16,564,7.6557,564,4.0324,4.0324,False,92,168,1.96
/kaggle/input/imagenet1kvalid/00564/313571597956045.jpg,resnet34,8,564,7.6557,564,6.7764,6.7764,False,96,176,2.10
/kaggle/input/imagenet1kvalid/00564/313571597956045.jpg,resnet34,4,564,7.6557,564,7.3859,7.3859,False,98,180,1.96
/kaggle/input/imagenet1kvalid/00808/2496912500588897.jpg,resnet34,16,808,4.4081,808,1.8985,1.8985,False,47,46,1.96
/kaggle/input/imagenet1kvalid/00808/2496912500588897.jpg,resnet34,8,808,4.4081,808,4.2171,4.2171,False,216,216,1.96
/kaggle/input/imagenet1kvalid/00808/2496912500588897.jpg,resnet34,4,808,4.4081,808,4.2721,4.2721,False,62,0,2.10
/kaggle/input/imagenet1kvalid/00927/24011560897231.jpg,resnet34,16,927,9.0997,927,5.9825,5.9825,False,140,42,1.96
/kaggle/input/imagenet1kvalid/00927/24011560897231.jpg,resnet34,8,927,9.0997,927,8.4262,8.4262,False,144,50,1.96
/kaggle/input/imagenet1kvalid/00927/24011560897231.jpg,resnet34,4,927,9.0997,927,8.6823,8.6823,False,136,0,2.10
/kaggle/input/imagenet1kvalid/00903/7208589368409224.jpg,resnet34,16,903,0.6629,457,-1.8677,-1.3836,True,76,104,1.96
/kaggle/input/imagenet1kvalid/00903/7208589368409224.jpg,resnet34,8,903,0.6629,903,-0.5247,-0.5247,False,76,109,1.96
/kaggle/input/imagenet1kvalid/00903/7208589368409224.jpg,resnet34,4,903,0.6629,903,0.3497,0.3497,False,114,156,1.96
/kaggle/input/imagenet1kvalid/00822/5157392918265191.jpg,resnet34,16,822,10.7911,822,2.5663,2.5663,False,208,78,2.10
/kaggle/input/imagenet1kvalid/00822/5157392918265191.jpg,resnet34,8,822,10.7911,822,8.2068,8.2068,False,214,81,1.96
/kaggle/input/imagenet1kvalid/00822/5157392918265191.jpg,resnet34,4,822,10.7911,822,10.3501,10.3501,False,218,80,1.96
/kaggle/input/imagenet1kvalid/00887/735720983252985.jpg,resnet34,16,614,-1.0388,775,-2.9869,-0.3359,True,134,48,2.10
/kaggle/input/imagenet1kvalid/00887/735720983252985.jpg,resnet34,8,614,-1.0388,775,-2.0615,-1.4001,True,136,48,1.96
/kaggle/input/imagenet1kvalid/00887/735720983252985.jpg,resnet34,4,614,-1.0388,614,-1.3540,-1.3540,False,134,56,1.96
/kaggle/input/imagenet1kvalid/00912/9773965027770315.jpg,resnet34,16,716,2.2767,716,1.4200,1.4200,False,76,116,2.10
/kaggle/input/imagenet1kvalid/00912/9773965027770315.jpg,resnet34,8,716,2.2767,716,1.9286,1.9286,False,77,140,1.96
/kaggle/input/imagenet1kvalid/00912/9773965027770315.jpg,resnet34,4,716,2.2767,716,2.1558,2.1558,False,80,128,1.96
/kaggle/input/imagenet1kvalid/00816/175995812018456.jpg,resnet34,16,816,-0.0899,596,-2.6182,0.0585,True,0,136,1.96
/kaggle/input/imagenet1kvalid/00816/175995812018456.jpg,resnet34,8,816,-0.0899,816,-0.6873,-0.6873,False,0,98,2.10
/kaggle/input/imagenet1kvalid/00816/175995812018456.jpg,resnet34,4,816,-0.0899,816,-0.4055,-0.4055,False,0,63,1.96
/kaggle/input/imagenet1kvalid/00601/490539631323382.jpg,resnet34,16,601,1.2527,601,-0.0499,-0.0499,False,36,74,1.96
/kaggle/input/imagenet1kvalid/00601/490539631323382.jpg,resnet34,8,601,1.2527,601,0.7103,0.7103,False,44,82,2.10
/kaggle/input/imagenet1kvalid/00601/490539631323382.jpg,resnet34,4,601,1.2527,601,1.2137,1.2137,False,46,85,1.96
/kaggle/input/imagenet1kvalid/00136/856415822325603.jpg,resnet34,16,136,10.1652,136,-0.2106,-0.2106,False,54,148,1.96
/kaggle/input/imagenet1kvalid/00136/856415822325603.jpg,resnet34,8,136,10.1652,136,4.4848,4.4848,False,52,149,2.10
/kaggle/input/imagenet1kvalid/00136/856415822325603.jpg,resnet34,4,136,10.1652,136,8.0274,8.0274,False,52,149,1.96
/kaggle/input/imagenet1kvalid/00224/08944232882447944.jpg,resnet34,16,224,3.4113,205,-0.8166,1.8465,True,81,95,1.96
/kaggle/input/imagenet1kvalid/00224/08944232882447944.jpg,resnet34,8,224,3.4113,224,2.7982,2.7982,False,87,97,1.96
/kaggle/input/imagenet1kvalid/00224/08944232882447944.jpg,resnet34,4,224,3.4113,224,3.1954,3.1954,False,87,102,2.10
/kaggle/input/imagenet1kvalid/00938/101078193702762.jpg,resnet34,16,937,1.1643,924,-1.1228,1.9226,True,208,208,1.96
/kaggle/input/imagenet1kvalid/00938/101078193702762.jpg,resnet34,8,937,1.1643,937,0.7231,0.7231,False,216,216,1.96
/kaggle/input/imagenet1kvalid/00938/101078193702762.jpg,resnet34,4,937,1.1643,937,0.8957,0.8957,False,218,218,2.09
/kaggle/input/imagenet1kvalid/00282/5102603429138965.jpg,resnet34,16,292,1.7251,292,1.5388,1.5388,False,96,81,1.96
/kaggle/input/imagenet1kvalid/00282/5102603429138965.jpg,resnet34,8,292,1.7251,292,1.4981,1.4981,False,0,0,1.96
/kaggle/input/imagenet1kvalid/00282/5102603429138965.jpg,resnet34,4,292,1.7251,292,1.7018,1.7018,False,91,100,1.96
/kaggle/input/imagenet1kvalid/00111/5319273985621087.jpg,resnet34,16,111,0.0766,318,-2.6222,0.5610,True,106,32,2.10
/kaggle/input/imagenet1kvalid/00111/5319273985621087.jpg,resnet34,8,111,0.0766,318,-1.2150,0.9242,True,0,105,1.96
/kaggle/input/imagenet1kvalid/00111/5319273985621087.jpg,resnet34,4,111,0.0766,111,-0.2631,-0.2631,False,0,105,1.96
/kaggle/input/imagenet1kvalid/00138/305118266717918.jpg,resnet34,16,138,7.4686,17,-1.7622,3.6225,True,76,78,2.09
/kaggle/input/imagenet1kvalid/00138/305118266717918.jpg,resnet34,8,138,7.4686,138,2.8780,2.8780,False,80,80,1.96
/kaggle/input/imagenet1kvalid/00138/305118266717918.jpg,resnet34,4,138,7.4686,138,5.0933,5.0933,False,80,84,1.96
/kaggle/input/imagenet1kvalid/00184/893906300288874.jpg,resnet34,16,194,0.2088,202,-1.6198,2.7867,True,80,66,2.10
/kaggle/input/imagenet1kvalid/00184/893906300288874.jpg,resnet34,8,194,0.2088,202,-0.9433,-0.0747,True,84,68,1.96
/kaggle/input/imagenet1kvalid/00184/893906300288874.jpg,resnet34,4,194,0.2088,194,-0.2351,-0.2351,False,86,72,1.96
/kaggle/input/imagenet1kvalid/00011/70831635849866.jpg,resnet34,16,11,7.2274,92,-4.2018,5.9383,True,80,87,1.99
/kaggle/input/imagenet1kvalid/00011/70831635849866.jpg,resnet34,8,11,7.2274,11,2.1267,2.1267,False,80,90,2.01
/kaggle/input/imagenet1kvalid/00011/70831635849866.jpg,resnet34,4,11,7.2274,11,5.0851,5.0851,False,82,93,1.96
/kaggle/input/imagenet1kvalid/00048/1356584423615745.jpg,resnet34,16,48,6.0964,298,-1.5193,0.1561,True,80,145,1.96
/kaggle/input/imagenet1kvalid/00048/1356584423615745.jpg,resnet34,8,48,6.0964,48,2.7061,2.7061,False,84,145,2.09
/kaggle/input/imagenet1kvalid/00048/1356584423615745.jpg,resnet34,4,48,6.0964,48,4.6826,4.6826,False,84,146,1.96
/kaggle/input/imagenet1kvalid/00368/752885444406934.jpg,resnet34,16,368,5.0410,368,2.6378,2.6378,False,92,78,1.96
/kaggle/input/imagenet1kvalid/00368/752885444406934.jpg,resnet34,8,368,5.0410,368,4.8442,4.8442,False,94,80,2.10
/kaggle/input/imagenet1kvalid/00368/752885444406934.jpg,resnet34,4,368,5.0410,368,5.1691,5.1691,False,96,80,1.96
/kaggle/input/imagenet1kvalid/00791/808579334789424.jpg,resnet34,16,582,-1.7452,788,-2.7279,-0.5235,True,65,208,1.96
/kaggle/input/imagenet1kvalid/00791/808579334789424.jpg,resnet34,8,582,-1.7452,582,-1.9134,-1.9134,False,0,0,2.07
/kaggle/input/imagenet1kvalid/00791/808579334789424.jpg,resnet34,4,582,-1.7452,582,-1.7795,-1.7795,False,0,0,1.97
/kaggle/input/imagenet1kvalid/00521/1936930437199058.jpg,resnet34,16,521,1.5587,521,-1.0793,-1.0793,False,101,0,1.96
/kaggle/input/imagenet1kvalid/00521/1936930437199058.jpg,resnet34,8,521,1.5587,521,0.2443,0.2443,False,112,0,1.96
/kaggle/input/imagenet1kvalid/00521/1936930437199058.jpg,resnet34,4,521,1.5587,521,1.3249,1.3249,False,114,0,2.10
/kaggle/input/imagenet1kvalid/00198/526564330069758.jpg,resnet50,16,198,-0.4376,160,-2.2355,0.0840,True,62,0,4.08
/kaggle/input/imagenet1kvalid/00198/526564330069758.jpg,resnet50,8,198,-0.4376,198,-0.6429,-0.6429,False,62,0,4.17
/kaggle/input/imagenet1kvalid/00198/526564330069758.jpg,resnet50,4,198,-0.4376,198,-0.7306,-0.7306,False,64,0,4.18
/kaggle/input/imagenet1kvalid/00705/7234265312422494.jpg,resnet50,16,820,3.9294,820,0.7754,0.7754,False,92,153,4.04
/kaggle/input/imagenet1kvalid/00705/7234265312422494.jpg,resnet50,8,820,3.9294,820,2.9884,2.9884,False,96,155,4.17
/kaggle/input/imagenet1kvalid/00705/7234265312422494.jpg,resnet50,4,820,3.9294,820,3.6602,3.6602,False,96,156,4.04
/kaggle/input/imagenet1kvalid/00547/6237971080611286.jpg,resnet50,16,547,7.3267,547,4.0804,4.0804,False,114,156,4.18
/kaggle/input/imagenet1kvalid/00547/6237971080611286.jpg,resnet50,8,547,7.3267,547,5.9482,5.9482,False,94,156,4.18
/kaggle/input/imagenet1kvalid/00547/6237971080611286.jpg,resnet50,4,547,7.3267,547,6.9029,6.9029,False,96,160,4.03
/kaggle/input/imagenet1kvalid/00730/871806364779407.jpg,resnet50,128,730,12.5496,646,-4.4113,29.3501,True,72,42,4.17
/kaggle/input/imagenet1kvalid/00730/871806364779407.jpg,resnet50,64,730,12.5496,792,-0.0497,7.4250,True,108,54,4.17
/kaggle/input/imagenet1kvalid/00730/871806364779407.jpg,resnet50,32,730,12.5496,525,0.4700,4.7921,True,122,78,4.04
/kaggle/input/imagenet1kvalid/00730/871806364779407.jpg,resnet50,16,730,12.5496,730,6.9872,6.9872,False,122,92,4.17
/kaggle/input/imagenet1kvalid/00730/871806364779407.jpg,resnet50,8,730,12.5496,730,10.0197,10.0197,False,127,94,4.04
/kaggle/input/imagenet1kvalid/00730/871806364779407.jpg,resnet50,4,730,12.5496,730,12.0784,12.0784,False,126,160,4.18
/kaggle/input/imagenet1kvalid/00464/141898359624055.jpg,resnet50,128,533,0.2571,824,-5.4966,28.9774,True,94,0,4.17
/kaggle/input/imagenet1kvalid/00464/141898359624055.jpg,resnet50,64,533,0.2571,824,-4.4862,11.0506,True,124,0,4.03
/kaggle/input/imagenet1kvalid/00464/141898359624055.jpg,resnet50,32,533,0.2571,824,-3.9472,2.7239,True,148,19,4.17
/kaggle/input/imagenet1kvalid/00464/141898359624055.jpg,resnet50,16,533,0.2571,824,-3.4343,-0.3444,True,150,28,4.04
